Orthogroup	c_briggsae.AF16.prot	c_briggsae.QX1410.prot	c_elegans.prot	c_nigoni.prot
OG0009211	Transcript_CBG20083.1	transcript_QX1410.19783.1	Transcript_T28H11.3.1	Cnig_chr_IV.g13262.1, Cnig_chr_IV.g13262.2
OG0009212	Transcript_CBG20077.1	transcript_QX1410.19778.1	Transcript_F58G6.7.1	Cnig_chr_IV.g13257.1, Cnig_chr_IV.g13257.2
OG0009213	Transcript_CBG20071.1	transcript_QX1410.19774.1	Transcript_F58G6.1.1, Transcript_F58G6.1.2	Cni-amph-1
OG0009214	Transcript_CBG20049.1	transcript_QX1410.19763.1	Transcript_F27C8.2.1	Cni-F27C8.2.1, Cni-F27C8.2.2
OG0009215	Transcript_CBG20044.1	transcript_QX1410.19759.1	Transcript_F27C8.6.1	Cnig_chr_IV.g13232.1, Cnig_chr_IV.g13232.2
OG0009216	Transcript_CBG20030b.1	transcript_QX1410.19751.1	Transcript_F56H11.1c.1, Transcript_F56H11.1e.1, Transcript_F56H11.1f.1	
OG0009217	Transcript_CBG20025.1	transcript_QX1410.19747.1	Transcript_F56H11.3.1	Cni-elo-7.1, Cni-elo-7.2
OG0009218	Transcript_CBG20021.1	transcript_QX1410.19744.1	Transcript_F56H11.4a.1, Transcript_F56H11.4b.1	Cni-elo-1
OG0009219	Transcript_CBG20017.1	transcript_QX1410.19741.1, transcript_QX1410.19741.2	Transcript_C33A12.19a.1	Cnig_chr_IV.g13203
OG0009220	Transcript_CBG19995b.1, Transcript_CBG19995c.1	transcript_QX1410.19814.1	Transcript_AC7.2a.1	Cni-soc-2
OG0009221	Transcript_CBG19968.1	transcript_QX1410.19832.1	Transcript_Y4C6B.4a.1	Cnig_chr_IV.g13322.1, Cnig_chr_IV.g13322.2
OG0009222	Transcript_CBG30420.1	transcript_QX1410.19833.1		Cnig_chr_IV.g13323.1, Cnig_chr_IV.g13323.2, Cnig_chr_IV.g13323.3
OG0009223	Transcript_CBG19964.1	transcript_QX1410.19836.1, transcript_QX1410.19836.2	Transcript_Y4C6B.6.1	Cni-gba-4
OG0009224	Transcript_CBG19960.1	transcript_QX1410.19840.1	Transcript_F41H10.5.1, Transcript_F41H10.5.2	Cni-F41H10.5
OG0009225	Transcript_CBG19955.1	transcript_QX1410.19844.1	Transcript_F41H10.7.1	Cni-elo-5.1, Cni-elo-5.2
OG0009226	Transcript_CBG30343.1	transcript_QX1410.19849.1	Transcript_ZK616.3a.1, Transcript_ZK616.3b.1	Cni-ZK616.3
OG0009227	Transcript_CBG04636.1, Transcript_CBG19949.1	transcript_QX1410.3771.1	Transcript_F47B8.6.1	Cni-pepm-1
OG0009228	Transcript_CBG19924.1	transcript_QX1410.19863.1	Transcript_F35D6.1a.1, Transcript_F35D6.1b.1	Cni-fem-1
OG0009229	Transcript_CBG19921.1, Transcript_CBG30911.1	transcript_QX1410.19865.1	Transcript_T12E12.2.1	Cni-cec-6
OG0009230	Transcript_CBG19909.1	transcript_QX1410.19873.1	Transcript_C39H7.9a.1	Cnig_chr_IV.g13374.1, Cnig_chr_IV.g13374.2
OG0009231	Transcript_CBG19907.1	transcript_QX1410.19874.1	Transcript_C39H7.5.1, Transcript_C39H7.8.1	Cnig_chr_IV.g13375
OG0009232	Transcript_CBG19906.1	transcript_QX1410.19875.1	Transcript_C39H7.6.1	Cnig_chr_IV.g13376, Cnig_chr_IV.g13378
OG0009233	Transcript_CBG19886.1	transcript_QX1410.19892.1, transcript_QX1410.19892.2	Transcript_T19E7.3a.1	Cni-bec-1
OG0009234	Transcript_CBG19885.1	transcript_QX1410.19893.1, transcript_QX1410.19893.2	Transcript_T19E7.6.1	Cnig_chr_IV.g13399
OG0009235	Transcript_CBG19884.1	transcript_QX1410.19894.1, transcript_QX1410.19894.2	Transcript_T19E7.5.1	Cnig_chr_IV.g13400
OG0009236	Transcript_CBG19852.1			Cnig_chr_IV.g13207.1, Cnig_chr_IV.g13207.2, Cnig_chr_IV.g13208, Cnig_chr_IV.g13426
OG0009237	Transcript_CBG19845.1	transcript_QX1410.19919.1	Transcript_C06E7.2a.1, Transcript_C06E7.2b.1	Cni-C06E7.2
OG0009238	Transcript_CBG19827.1	transcript_QX1410.19936.1, transcript_QX1410.19936.2	Transcript_H04M03.3.1	Cni-H04M03.3
OG0009239	Transcript_CBG09465.1, Transcript_CBG19823.1	transcript_QX1410.19940.1	Transcript_H32C10.3.1	Cni-dhhc-13
OG0009240	Transcript_CBG09460.1	transcript_QX1410.19946.1	Transcript_K02B2.4a.1, Transcript_K02B2.4b.1	Cni-inx-7
OG0009241	Transcript_CBG09461.1	transcript_QX1410.19945.1, transcript_QX1410.19945.2	Transcript_K02B2.1.1	Cni-pfkb-1.2.2
OG0009242	Transcript_CBG09462.1	transcript_QX1410.19944.1, transcript_QX1410.19944.2	Transcript_K02B2.3.1	Cni-mcu-1
OG0009243	Transcript_CBG05518.1	transcript_QX1410.19961.1	Transcript_M03D4.4a.1, Transcript_M03D4.4b.1	Cni-M03D4.4
OG0009244	Transcript_CBG05512.1	transcript_QX1410.19966.1	Transcript_C11D2.3.1	Cni-C11D2.3.1, Cni-C11D2.3.2
OG0009245	Transcript_CBG05510.1	transcript_QX1410.19971.1		Cnig_chr_IV.g13495.1, Cnig_chr_IV.g13495.2, Cnig_chr_IV.g14554
OG0009246	Transcript_CBG05506.1	transcript_QX1410.19973.1	Transcript_F21H7.2.1, Transcript_F21H7.2.2	Cni-F21H7.2
OG0009247	Transcript_CBG05505.1	transcript_QX1410.19974.1	Transcript_C11D2.2.1	Cni-asp-9.1, Cni-asp-9.2
OG0009248	Transcript_CBG05504.1	transcript_QX1410.19975.1	Transcript_C49A9.7.1	Cni-tkr-2.1, Cni-tkr-2.2
OG0009249	Transcript_CBG05490.1	transcript_QX1410.19996.1	Transcript_T13A10.5a.1, Transcript_T13A10.5b.1	Cni-nlp-16
OG0009250	Transcript_CBG05467.1, Transcript_CBG05481.1	transcript_QX1410.20015.1	Transcript_Y73B6BL.13.1	Cni-mif-4
OG0009251	Transcript_CBG05478.1	transcript_QX1410.20004.1	Transcript_T13A10.13.1	Cnig_chr_IV.g13518.1, Cnig_chr_IV.g13518.2
OG0009252	Transcript_CBG05477.1	transcript_QX1410.20005.1	Transcript_Y73B6BL.10.1	Cnig_chr_IV.g13519.1, Cnig_chr_IV.g13519.3
OG0009253	Transcript_CBG05475.1	transcript_QX1410.20007.1	Transcript_Y73B6BL.41.1	Cnig_chr_IV.g13521.1, Cnig_chr_IV.g13521.2
OG0009254	Transcript_CBG31385.1	transcript_QX1410.20008.1	Transcript_Y73B6BL.40.1	Cnig_chr_IV.g13522.1, Cnig_chr_IV.g13522.2
OG0009255	Transcript_CBG05449.1	transcript_QX1410.20029.1	Transcript_Y73B6BL.3.1	Cni-exos-2.1, Cni-exos-2.2
OG0009256	Transcript_CBG05446.1	transcript_QX1410.20032.1	Transcript_Y73B6BL.43.1	Cni-dlc-5.1, Cni-dlc-5.2
OG0009257	Transcript_CBG26376.1	transcript_QX1410.20033.1, transcript_QX1410.20033.2		Cnig_chr_IV.g13549.1, Cnig_chr_IV.g13549.2
OG0009258	Transcript_CBG05444.1	transcript_QX1410.20034.1	Transcript_F41H10.10.1, Transcript_Y73B6BL.2.1	Cnig_chr_IV.g13550
OG0009259	Transcript_CBG05443.1	transcript_QX1410.20035.1	Transcript_Y73B6BL.31a.1, Transcript_Y73B6BL.31b.1	Cnig_chr_IV.g13551
OG0009260	Transcript_CBG05436.1	transcript_QX1410.20041.1	Transcript_Y73B6BL.36.1	Cni-Y73B6BL.36.1, Cni-Y73B6BL.36.2
OG0009261	Transcript_CBG05434a.1, Transcript_CBG05434b.1	transcript_QX1410.20042.1	Transcript_Y73B6BL.27.1	Cni-Y73B6BL.27
OG0009262	Transcript_CBG05432.1	transcript_QX1410.20044.1	Transcript_Y73B6BL.37.1	Cnig_chr_IV.g13559.1, Cnig_chr_IV.g13559.2
OG0009263	Transcript_CBG05431.1	transcript_QX1410.20045.1	Transcript_Y73B6BL.44.1	Cni-Y73B6BL.44.1, Cni-Y73B6BL.44.2
OG0009264	Transcript_CBG05430.1	transcript_QX1410.20046.1	Transcript_Y73B6BR.1a.1, Transcript_Y73B6BR.1b.1	Cni-pqn-89
OG0009265	Transcript_CBG31384.1	transcript_QX1410.20050.1	Transcript_C01G5.5.1	Cnig_chr_IV.g13565.1, Cnig_chr_IV.g13565.2
OG0009266	Transcript_CBG05421.1, Transcript_CBG26374.1	transcript_QX1410.20052.1	Transcript_C01G5.8a.1	Cni-fan-1
OG0009267	Transcript_CBG05409.1	transcript_QX1410.20065.1	Transcript_F38A5.2a.1, Transcript_F38A5.2b.1	Cni-F38A5.2.2
OG0009268	Transcript_CBG05400.1	transcript_QX1410.20075.1	Transcript_F15B10.2a.1, Transcript_F15B10.2b.1	Cnig_chr_IV.g13593
OG0009269	Transcript_CBG05397.1	transcript_QX1410.20078.1, transcript_QX1410.20078.2	Transcript_C01B10.3.1	Cni-C01B10.3
OG0009270	Transcript_CBG05383.1	transcript_QX1410.20094.1	Transcript_Y73B6A.4.1	Cni-smg-7.1, Cni-smg-7.2
OG0009271	Transcript_CBG05380.1	transcript_QX1410.20097.1	Transcript_H34C03.1.1	Cni-spd-3.1, Cni-spd-3.2
OG0009272	Transcript_CBG05371.1	transcript_QX1410.20106.1	Transcript_C17H12.3.1, Transcript_C17H12.3.2	Cnig_chr_IV.g13624
OG0009273	Transcript_CBG05367.1	transcript_QX1410.20110.1	Transcript_C17H12.11.1, Transcript_C17H12.11.2	Cni-C17H12.11
OG0009274	Transcript_CBG06036.1, Transcript_CBG23750.1	transcript_QX1410.20442.1	Transcript_C29F4.2.1	Cni-best-7
OG0009275	Transcript_CBG06028.1	transcript_QX1410.20434.1	Transcript_R07H5.1.1, Transcript_R07H5.1.2	Cni-prx-14
OG0009276	Transcript_CBG06021.1	transcript_QX1410.20429.1	Transcript_C08F8.1a.1, Transcript_C08F8.1b.1	Cni-pfd-1
OG0009277	Transcript_CBG06020.1	transcript_QX1410.20428.1, transcript_QX1410.20428.3	Transcript_F01G4.6a.1	Cnig_chr_IV.g13956.1
OG0009278	Transcript_CBG06018.1	transcript_QX1410.20426.1	Transcript_F01G4.3.1, Transcript_F01G4.3.2	Cni-skih-2
OG0009279	Transcript_CBG06009.1	transcript_QX1410.20417.1	Transcript_T05E11.8.1	Cnig_chr_IV.g13944.1, Cnig_chr_IV.g13944.2
OG0009280	Transcript_CBG06001.1	transcript_QX1410.20408.1	Transcript_M7.5.1	Cni-atg-7.1, Cni-atg-7.2
OG0009281	Transcript_CBG05999.1	transcript_QX1410.20405.1, transcript_QX1410.20405.2	Transcript_Y5F2A.2.1	Cni-ttr-17
OG0009282	Transcript_CBG05982.1	transcript_QX1410.20392.1	Transcript_F13H10.8a.1, Transcript_F13H10.8b.1	Cni-F13H10.8
OG0009283	Transcript_CBG05979.1	transcript_QX1410.20389.1	Transcript_F13H10.2a.1, Transcript_F13H10.2b.1	Cni-ndx-9
OG0009284	Transcript_CBG05975.1	transcript_QX1410.20385.1	Transcript_F13H10.1.1	Cni-F13H10.1.1, Cni-F13H10.1.2
OG0009285	Transcript_CBG05972.1, Transcript_CBG30417.1	transcript_QX1410.20382.1	Transcript_F13H10.9.1	Cni-F13H10.9
OG0009286	Transcript_CBG05971.1, Transcript_CBG06038.1	transcript_QX1410.20381.1	Transcript_F13H10.5.1	Cni-F13H10.5
OG0009287	Transcript_CBG05962.1	transcript_QX1410.20372.2	Transcript_ZK593.6a.1	Cni-lgg-2.2, Cni-lgg-2.3
OG0009288	Transcript_CBG05958.1	transcript_QX1410.20368.1	Transcript_ZK593.3.1, Transcript_ZK593.3.2	Cni-ZK593.3
OG0009289	Transcript_CBG05954.1	transcript_QX1410.20365.1	Transcript_ZK596.3.1	Cni-ZK596.3.1, Cni-ZK596.3.2
OG0009290	Transcript_CBG26330.1	transcript_QX1410.20361.1	Transcript_F13E9.9a.1, Transcript_F13E9.9b.1	Cni-F13E9.9
OG0009291	Transcript_CBG05946.1	transcript_QX1410.20356.1, transcript_QX1410.20356.2, transcript_QX1410.20356.3		Cnig_chr_IV.g13878
OG0009292	Transcript_CBG05941.1	transcript_QX1410.20350.1	Transcript_F33D4.5.1, Transcript_F33D4.5.2	Cni-mrpl-1
OG0009293	Transcript_CBG05940.1	transcript_QX1410.20349.1	Transcript_F33D4.4.1, Transcript_F33D4.4.2	Cni-F33D4.4
OG0009294	Transcript_CBG05926.1	transcript_QX1410.20335.1, transcript_QX1410.20335.2	Transcript_F45E4.2.1	Cni-plp-1.3
OG0009295	Transcript_CBG05924.1	transcript_QX1410.20333.2	Transcript_F45E4.5a.1, Transcript_F45E4.5c.1	Cni-F45E4.5
OG0009296	Transcript_CBG05917.1	transcript_QX1410.20325.1	Transcript_F32E10.6.1, Transcript_Y55B1BR.3.1	Cni-cec-5
OG0009297	Transcript_CBG05916.1	transcript_QX1410.20324.1	Transcript_F32E10.2.1, Transcript_F32E10.2.2	Cni-cec-4
OG0009298	Transcript_CBG05913.1	transcript_QX1410.20321.1	Transcript_F32E10.8.1	Cni-F32E10.8.1, Cni-F32E10.8.2
OG0009299	Transcript_CBG05908.1	transcript_QX1410.20317.1	Transcript_F49E8.5.1, Transcript_F49E8.5.2	Cni-dif-1
OG0009300	Transcript_CBG05906.1	transcript_QX1410.20315.1	Transcript_F49E8.4.1	Cni-cdd-2.1, Cni-cdd-2.2
OG0009301	Transcript_CBG05893.1	transcript_QX1410.20306.1	Transcript_R05G6.6.1	Cni-glt-6.1, Cni-glt-6.2
OG0009302	Transcript_CBG05888.1	transcript_QX1410.20303.1, transcript_QX1410.20303.2	Transcript_F55G1.1.1	Cni-F55G1.1
OG0009303	Transcript_CBG05881.1	transcript_QX1410.20294.1, transcript_QX1410.20294.2	Transcript_F55G1.9.1	Cni-F55G1.9
OG0009304	Transcript_CBG05880.1	transcript_QX1410.20293.1	Transcript_F55G1.5.1	Cni-F55G1.5.1, Cni-F55G1.5.2
OG0009305	Transcript_CBG05879.1	transcript_QX1410.20292.1, transcript_QX1410.20292.2	Transcript_F55G1.6.1	Cni-F55G1.6
OG0009306	Transcript_CBG05874.1	transcript_QX1410.20287.1	Transcript_F13B6.1.1, Transcript_F13B6.1.2	Cni-F13B6.1
OG0009307	Transcript_CBG05861.1	transcript_QX1410.20282.1	Transcript_B0496.5.1	Cni-srtx-1.1, Cni-srtx-1.2
OG0009308	Transcript_CBG05858.1	transcript_QX1410.20280.1	Transcript_C48A7.1a.1, Transcript_C48A7.1b.1	Cni-egl-19
OG0009309	Transcript_CBG05848a.1	transcript_QX1410.20273.1	Transcript_Y40C5A.4b.1, Transcript_Y40C5A.4b.2	Cni-Y40C5A.4
OG0009310	Transcript_CBG05835.1	transcript_QX1410.20263.1, transcript_QX1410.20263.2	Transcript_F42C5.10.1	Cni-ifo-1
OG0009311	Transcript_CBG05828.1	transcript_QX1410.20256.1	Transcript_F42C5.4a.1, Transcript_F42C5.4b.1	Cnig_chr_IV.g13769
OG0009312	Transcript_CBG26353a.1, Transcript_CBG26353b.1	transcript_QX1410.20252.1	Transcript_C06E4.8.1	Cni-C06E4.8
OG0009313	Transcript_CBG05824.1	transcript_QX1410.20250.1	Transcript_C06E4.7.1	Cni-glb-2.1, Cni-glb-2.2
OG0009314	Transcript_CBG05821a.1	transcript_QX1410.20246.1, transcript_QX1410.20247.1	Transcript_C06E4.6.1	Cnig_chr_IV.g13761
OG0009315	Transcript_CBG05817.1	transcript_QX1410.20242.1	Transcript_D2024.2.1	Cni-afmd-1.1, Cni-afmd-1.2
OG0009316	Transcript_CBG05808b.1	transcript_QX1410.20233.4	Transcript_R13A1.2a.1, Transcript_R13A1.2b.1	Cni-kcc-1
OG0009317	Transcript_CBG05801.1	transcript_QX1410.20228.1	Transcript_C42D4.13a.1, Transcript_C42D4.13b.1	Cni-C42D4.13
OG0009318	Transcript_CBG05797.1	transcript_QX1410.20224.1	Transcript_C42D4.3.1	Cni-C42D4.3.1, Cni-C42D4.3.2
OG0009319	Transcript_CBG05790.1	transcript_QX1410.20217.1	Transcript_C42D4.18.1	Cni-C42D4.18.1, Cni-C42D4.18.2
OG0009320	Transcript_CBG05774.1	transcript_QX1410.20200.1		Cnig_chr_IV.g13714.1, Cnig_chr_IV.g13714.2, Cnig_chr_IV.g13714.3
OG0009321	Transcript_CBG30468.1	transcript_QX1410.20196.1	Transcript_ZC477.2.1	Cni-ZC477.2.1, Cni-ZC477.2.2
OG0009322	Transcript_CBG05769.1	transcript_QX1410.20195.1		Cnig_chr_IV.g13709.1, Cnig_chr_IV.g13709.2, Cnig_chr_IV.g13709.3
OG0009323	Transcript_CBG05768.1	transcript_QX1410.20194.1	Transcript_ZC477.3a.1, Transcript_ZC477.3b.1	Cni-ZC477.3
OG0009324	Transcript_CBG05767a.1, Transcript_CBG05767b.1	transcript_QX1410.20193.1	Transcript_ZC477.5.1	Cni-rde-8
OG0009325	Transcript_CBG05761.1	transcript_QX1410.20188.1	Transcript_Y43B11AR.3.1	Cni-Y43B11AR.3.1, Cni-Y43B11AR.3.2
OG0009326	Transcript_CBG05760.1	transcript_QX1410.20187.1	Transcript_Y43B11AR.1.1	Cni-Y43B11AR.1.1, Cni-Y43B11AR.1.2
OG0009327	Transcript_CBG05744.1	transcript_QX1410.20173.1	Transcript_ZK381.5a.1, Transcript_ZK381.5b.1	Cni-prkl-1
OG0009328	Transcript_CBG05736.1	transcript_QX1410.20164.1	Transcript_T22D1.12a.1, Transcript_T22D1.12b.1	Cni-npr-12
OG0009329	Transcript_CBG31067.1	transcript_QX1410.20150.1	Transcript_T26C12.6.1	Cnig_chr_IV.g13663.1, Cnig_chr_IV.g13663.2
OG0009330	Transcript_CBG05717.1	transcript_QX1410.20132.1, transcript_QX1410.20132.2	Transcript_T22D1.4.1	Cni-ribo-1
OG0009331	Transcript_CBG26366.1	transcript_QX1410.20129.1	Transcript_T22D1.8.1, Transcript_T22D1.8.2	Cni-T22D1.8
OG0009332	Transcript_CBG05712.1	transcript_QX1410.20126.1	Transcript_T05A12.4.1, Transcript_T05A12.4.2	Cni-T05A12.4
OG0009333	Transcript_CBG05704.1	transcript_QX1410.20119.1, transcript_QX1410.20119.2	Transcript_C05B10.1b.1	Cni-lip-1
OG0009334	Transcript_CBG06044.1	transcript_QX1410.20447.1	Transcript_C05C12.3.1	Cni-gtl-1.1, Cni-gtl-1.2
OG0009335	Transcript_CBG06052.1	transcript_QX1410.20455.1	Transcript_F54D1.4a.1, Transcript_F54D1.4a.2	Cni-nhr-7
OG0009336	Transcript_CBG06053.1	transcript_QX1410.20456.1	Transcript_F54D1.5.1	Cni-gtl-2.1, Cni-gtl-2.2
OG0009337	Transcript_CBG06054.1, Transcript_CBG06057.1	transcript_QX1410.20457.1	Transcript_F54D1.6.1	Cnig_chr_IV.g13984
OG0009338	Transcript_CBG06064.1	transcript_QX1410.20465.1, transcript_QX1410.20465.2	Transcript_B0035.14a.1	Cni-dnj-1
OG0009339	Transcript_CBG06074a.1, Transcript_CBG06074b.1	transcript_QX1410.20475.1	Transcript_B0035.11.1	Cni-leo-1
OG0009340	Transcript_CBG30442.1	transcript_QX1410.20479.1	Transcript_T01G1.4.1	Cni-T01G1.4.1, Cni-T01G1.4.2
OG0009341	Transcript_CBG06080.1	transcript_QX1410.20482.1	Transcript_T12A7.1.1, Transcript_T12A7.1.2	Cnig_chr_IV.g14007
OG0009342	Transcript_CBG26313.1	transcript_QX1410.20489.1, transcript_QX1410.20489.2	Transcript_ZK792.5.1	Cni-ZK792.5.1
OG0009343	Transcript_CBG06095.1	transcript_QX1410.20497.1	Transcript_ZK792.4.1	Cni-ZK792.4.1, Cni-ZK792.4.2
OG0009344	Transcript_CBG06096.1	transcript_QX1410.20498.1	Transcript_ZK792.2.1, Transcript_ZK792.3.1	Cnig_chr_IV.g14022
OG0009345	Transcript_CBG06097.1	transcript_QX1410.20499.1	Transcript_ZK792.8.1	Cni-atg-4.2.1, Cni-atg-4.2.2
OG0009346	Transcript_CBG06104.1	transcript_QX1410.20506.1	Transcript_ZK809.7.1	Cni-prx-2.1, Cni-prx-2.2
OG0009347	Transcript_CBG06121.1	transcript_QX1410.20521.1	Transcript_F40F11.3a.1, Transcript_F40F11.3b.1	Cni-F40F11.3
OG0009348	Transcript_CBG06122.1	transcript_QX1410.20522.1	Transcript_F40F11.4.1	Cni-F40F11.4.1, Cni-F40F11.4.2
OG0009349	Transcript_CBG06123.1	transcript_QX1410.20523.1	Transcript_F12F6.1.1, Transcript_F12F6.1.2	Cni-F12F6.1
OG0009350	Transcript_CBG06130.1	transcript_QX1410.20528.1, transcript_QX1410.20528.2	Transcript_F12F6.7.1	Cni-F12F6.7
OG0009351	Transcript_CBG06131.1	transcript_QX1410.20529.1	Transcript_F12F6.9.1	Cni-col-128.1, Cni-col-128.2
OG0009352	Transcript_CBG06137.1	transcript_QX1410.20533.1	Transcript_M04B2.2.1	Cni-M04B2.2.1, Cni-M04B2.2.4
OG0009353	Transcript_CBG06153.1	transcript_QX1410.20545.1	Transcript_C10C6.2.1	Cni-npr-3.1, Cni-npr-3.2
OG0009354	Transcript_CBG06160.1	transcript_QX1410.20550.1, transcript_QX1410.20552.1	Transcript_T12A7.6.1	Cni-T12A7.6
OG0009355	Transcript_CBG06175.1	transcript_QX1410.20565.1	Transcript_F38H4.3.1, Transcript_F38H4.3.2	Cni-F38H4.3
OG0009356	Transcript_CBG06183.1	transcript_QX1410.20571.1	Transcript_C29E6.2a.1, Transcript_C29E6.2b.1	Cnig_chr_IV.g14099
OG0009357	Transcript_CBG06195.1	transcript_QX1410.20583.1	Transcript_ZK822.5a.1	Cni-ZK822.5.1, Cni-ZK822.5.2
OG0009358	Transcript_CBG06196.1	transcript_QX1410.20584.1, transcript_QX1410.20584.2	Transcript_ZK829.1.1	Cni-ZK829.1
OG0009359	Transcript_CBG06197.1	transcript_QX1410.20585.1	Transcript_ZK829.3.1	Cni-ZK829.3.1, Cni-ZK829.3.2
OG0009360	Transcript_CBG06198.1	transcript_QX1410.20586.1	Transcript_ZK829.2.1	Cni-hdl-1.1, Cni-hdl-1.2
OG0009361	Transcript_CBG06199.1	transcript_QX1410.20587.1	Transcript_ZK829.4.1, Transcript_ZK829.4.2	Cni-gdh-1
OG0009362	Transcript_CBG06211.1	transcript_QX1410.20600.1	Transcript_T12G3.6a.1, Transcript_T12G3.6b.1	Cni-T12G3.6
OG0009363	Transcript_CBG06213.1	transcript_QX1410.20602.1	Transcript_T12G3.1a.1, Transcript_T12G3.1b.1	Cni-sqst-1
OG0009364	Transcript_CBG06216.1	transcript_QX1410.20605.1	Transcript_T12G3.8a.1, Transcript_T12G3.8b.1	Cni-bre-5
OG0009365	Transcript_CBG06220.1	transcript_QX1410.20611.1	Transcript_K08E4.5a.1, Transcript_K08E4.5b.1	Cni-bath-37
OG0009366	Transcript_CBG06221.1	transcript_QX1410.20612.1, transcript_QX1410.20612.2	Transcript_K08E4.6.1	Cni-K08E4.6
OG0009367	Transcript_CBG06224a.1, Transcript_CBG06224b.1	transcript_QX1410.20615.1	Transcript_F11A10.7.1	Cni-F11A10.7
OG0009368	Transcript_CBG06227.1	transcript_QX1410.20619.1	Transcript_F11A10.5.1, Transcript_F11A10.5.2	Cni-F11A10.5
OG0009369	Transcript_CBG06230.1	transcript_QX1410.20622.1	Transcript_M18.1a.1, Transcript_M18.1b.1	Cni-col-129
OG0009370	Transcript_CBG06231.1	transcript_QX1410.20623.1, transcript_QX1410.20623.2	Transcript_M18.2.1	Cni-dlc-2
OG0009371	Transcript_CBG06232.1, Transcript_CBG06232.2	transcript_QX1410.20624.1	Transcript_M18.5.1	Cni-ddb-1
OG0009372	Transcript_CBG06233.1	transcript_QX1410.20625.1	Transcript_M18.6a.1, Transcript_M18.6b.1	Cni-M18.6
OG0009373	Transcript_CBG06240.1	transcript_QX1410.20634.1, transcript_QX1410.20634.2	Transcript_B0001.2.1	Cni-B0001.2
OG0009374	Transcript_CBG06242.1	transcript_QX1410.16130.1, transcript_QX1410.20636.1		Cni-eri-12.1, Cni-eri-12.2
OG0009375	Transcript_CBG06254.1	transcript_QX1410.20645.1	Transcript_F35G2.5a.1	Cni-F35G2.5.1, Cni-F35G2.5.2
OG0009376	Transcript_CBG01393.1, Transcript_CBG04573.1, Transcript_CBG06257.1	transcript_QX1410.20650.1		Cnig_chr_IV.g13199
OG0009377	Transcript_CBG06260.1	transcript_QX1410.20653.1	Transcript_C42C1.1.1	Cni-sre-14.1, Cni-sre-14.2
OG0009378	Transcript_CBG06262.1	transcript_QX1410.20655.1	Transcript_C42C1.2.1	Cni-C42C1.2.1, Cni-C42C1.2.3
OG0009379	Transcript_CBG06269.1	transcript_QX1410.20662.1	Transcript_C42C1.12.1	Cni-C42C1.12.1, Cni-C42C1.12.2
OG0009380	Transcript_CBG06270.1	transcript_QX1410.20663.1	Transcript_C42C1.10.1, Transcript_C42C1.10.2	Cnig_chr_IV.g14203
OG0009381	Transcript_CBG31153.1	transcript_QX1410.20664.1	Transcript_C42C1.19a.1, Transcript_C42C1.19b.1	Cnig_chr_IV.g14204
OG0009382	Transcript_CBG06272.1	transcript_QX1410.20666.1	Transcript_C42C1.9a.1, Transcript_C42C1.9b.1	Cni-C42C1.9
OG0009383	Transcript_CBG03323.1	transcript_QX1410.20683.1, transcript_QX1410.20683.2	Transcript_F28D1.6.1	Cni-F28D1.6
OG0009384	Transcript_CBG03325.1	transcript_QX1410.20686.1, transcript_QX1410.20686.2	Transcript_F28D1.11.1	Cni-dpm-3
OG0009385	Transcript_CBG03331.1	transcript_QX1410.20693.1	Transcript_F08G5.2a.1, Transcript_F08G5.2b.1	Cni-acl-13
OG0009386	Transcript_CBG26385.1	transcript_QX1410.20698.1, transcript_QX1410.20698.2	Transcript_F08G5.7.1	Cnig_chr_IV.g14240
OG0009387	Transcript_CBG03339.1	transcript_QX1410.20702.1	Transcript_C25G4.3a.1, Transcript_C25G4.3b.1	Cni-C25G4.3
OG0009388	Transcript_CBG03340.1	transcript_QX1410.20703.1, transcript_QX1410.20703.2	Transcript_C25G4.5.1	Cni-dpy-26
OG0009389	Transcript_CBG03342a.1	transcript_QX1410.20704.1	Transcript_C25G4.10a.1, Transcript_T04A11.3.1	Cnig_chr_IV.g14246
OG0009390	Transcript_CBG03343.1	transcript_QX1410.20705.1	Transcript_T04A11.1.1, Transcript_T04A11.4.1	Cnig_chr_IV.g14247
OG0009391	Transcript_CBG30354.1	transcript_QX1410.20708.1		Cnig_chr_IV.g13382.1, Cnig_chr_IV.g13382.2, nigoni.pc_2016.07.11_021.g28346
OG0009392	Transcript_CBG03354.1	transcript_QX1410.20712.1	Transcript_Y54G2A.35a.1, Transcript_Y54G2A.35b.1	Cni-ser-6
OG0009393	Transcript_CBG03362.1	transcript_QX1410.20720.1	Transcript_Y54G2A.29.1	Cni-ndnf-1.1, Cni-ndnf-1.2
OG0009394	Transcript_CBG26388.1	transcript_QX1410.20724.1	Transcript_Y67D8C.22a.1	Cni-Y67D8C.22.1, Cni-Y67D8C.22.2
OG0009395	Transcript_CBG03379.1	transcript_QX1410.20735.1	Transcript_T26C12.2.1	Cni-T26C12.2.1, Cni-T26C12.2.2
OG0009396	Transcript_CBG03381a.1, Transcript_CBG03381b.1	transcript_QX1410.20737.1	Transcript_Y67D8A.3.1	Cni-dmd-9
OG0009397	Transcript_CBG03389.1	transcript_QX1410.20746.1	Transcript_F01G10.6.1	Cni-F01G10.6.1, Cni-F01G10.6.2
OG0009398	Transcript_CBG03399.1	transcript_QX1410.20757.1	Transcript_K04D7.4a.1, Transcript_K04D7.4b.1	Cni-ptp-4
